Round,Wk,Day,Date,Time,Home,xG_home,Score,xG_away,Away,Attendance,Venue,Referee,Match Report,Notes
Apertura 2021 Regular Season,9,Sat,2021-09-18,21:00 (04:00),Guadalajara,1.2,1–0,1.4,Pachuca,11135,Estadio Akron,Diego Montaño,Match Report,
Apertura 2021 Regular Season,9,Sat,2021-09-18,20:00 (04:00),Mazatlán,1.2,2–2,2.0,UNAM,7902,Estadio de Mazatlán,Erick Miranda,Match Report,
Apertura 2021 Regular Season,9,Sat,2021-09-18,19:00 (02:00),Toluca,2.0,3–1,1.2,América,10297,Estadio Nemesio Díez,Jorge Rojas,Match Report,
Apertura 2021 Regular Season,9,Fri,2021-09-17,21:00 (04:00),Necaxa,0.9,0–3,1.2,Atlas,11020,Estadio Victoria de Aguascalientes,Fernando Guerrero,Match Report,
Apertura 2021 Regular Season,9,Sat,2021-09-18,17:00 (00:00),León,1.4,0–1,0.6,FC Juárez,10078,Estadio León,Adonai Escobedo,Match Report,
Apertura 2021 Regular Season,9,Thu,2021-09-16,19:00 (02:00),Atlético,3.1,4–1,1.0,Tijuana,3038,Estadio Alfonso Lastras Ramírez,Oscar Mejia,Match Report,
Clausura 2022 Regular Season,10,Sun,2022-03-13,19:00 (02:00),Santos,2.0,4–0,0.9,Tijuana,9895,Estadio Nuevo Corona,Brian Gonzalez,Match Report,
Clausura 2022 Regular Season,10,Sat,2022-03-12,21:00 (04:00),Guadalajara,0.7,0–0,0.3,América,33047,Estadio Akron,Jorge Pérez,Match Report,
Clausura 2022 Regular Season,10,Sat,2022-03-12,19:00 (02:00),Cruz Azul,0.9,2–1,1.2,UNAM,12686,Estadio Azteca,Fernando Hernández,Match Report,
Clausura 2022 Regular Season,10,Sun,2022-03-13,17:00 (00:00),Atlético,1.9,2–1,1.8,Puebla,5904,Estadio Alfonso Lastras Ramírez,Luis Santander,Match Report,
Clausura 2022 Regular Season,10,Sun,2022-03-13,12:00 (19:00),Toluca,0.6,0–3,2.1,Pachuca,10044,Estadio Nemesio Díez,César Arturo Ramos,Match Report,
Clausura 2022 Regular Season,10,Fri,2022-03-11,21:06 (04:06),Monterrey,1.9,2–1,1.0,Mazatlán,27012,Estadio BBVA Bancomer,Daniel Quintero,Match Report,
Clausura 2022 Regular Season,10,Fri,2022-03-11,20:00 (04:00),FC Juárez,0.4,1–2,1.0,Atlas,9002,Estadio Olímpico Benito Juárez,Erick Miranda,Match Report,
Clausura 2022 Regular Season,10,Fri,2022-03-11,19:00 (02:00),Necaxa,1.2,1–0,0.8,Querétaro,,Estadio Victoria de Aguascalientes,Oscar Mejia,Match Report,
Clausura 2022 Regular Season,10,Sat,2022-03-12,17:00 (00:00),León,1.5,0–3,1.4,UANL,16242,Estadio León,Fernando Guerrero,Match Report,
Apertura 2021 Regular Season,10,Fri,2021-10-08,18:00 (02:00),FC Juárez,1.5,0–0,0.9,Querétaro,10646,Estadio Olímpico Benito Juárez,Marco Ortíz,Match Report,
Apertura 2021 Regular Season,10,Sun,2021-09-26,19:06 (02:06),Santos,1.5,1–2,2.5,Monterrey,14484,Estadio Nuevo Corona,Marco Ortíz,Match Report,
Apertura 2021 Regular Season,10,Sat,2021-09-25,21:00 (04:00),América,0.9,0–0,0.5,Guadalajara,42862,Estadio Azteca,César Arturo Ramos,Match Report,
Apertura 2021 Regular Season,10,Sat,2021-09-25,19:00 (02:00),UANL,1.0,0–0,1.9,UNAM,15581,Estadio Universitario de Nuevo León,Óscar Macias,Match Report,
Apertura 2021 Regular Season,10,Sun,2021-09-26,12:00 (19:00),Toluca,2.4,1–2,1.9,Atlético,6833,Estadio Nemesio Díez,Luis Santander,Match Report,
Apertura 2021 Regular Season,10,Fri,2021-09-24,20:00 (03:00),Puebla,1.9,1–1,1.7,Cruz Azul,14782,Estadio Cuauhtémoc,Oscar Mejia,Match Report,
Apertura 2021 Regular Season,10,Fri,2021-09-24,19:06 (04:06),Tijuana,0.7,0–0,0.6,Mazatlán,7333,Estadio Caliente,Adonai Escobedo,Match Report,
Apertura 2021 Regular Season,10,Sat,2021-09-25,17:00 (00:00),Atlas,1.4,2–0,1.0,León,8832,Estadio Jalisco,Jorge Rojas,Match Report,
Apertura 2021 Regular Season,10,Thu,2021-09-23,21:00 (04:00),Pachuca,0.9,1–0,0.5,Necaxa,4710,Estadio Hidalgo,Jorge Pérez,Match Report,
Clausura 2022 Regular Season,11,Sun,2022-03-20,20:06 (04:06),Tijuana,1.4,1–0,1.8,FC Juárez,17333,Estadio Caliente,Luis Santander,Match Report,
Clausura 2022 Regular Season,11,Sun,2022-03-20,20:00 (04:00),Mazatlán,1.1,1–2,1.3,León,9566,Estadio de Mazatlán,Ismael Lopez,Match Report,
Clausura 2022 Regular Season,11,Sun,2022-03-20,19:00 (02:00),Atlas,0.8,1–1,0.9,Guadalajara,19017,Estadio Jalisco,César Arturo Ramos,Match Report,
Clausura 2022 Regular Season,11,Sat,2022-03-19,21:00 (04:00),Pachuca,0.9,1–0,0.7,Cruz Azul,11367,Estadio Hidalgo,Brian Gonzalez,Match Report,
Clausura 2022 Regular Season,11,Sat,2022-03-19,19:00 (02:00),UANL,0.5,2–0,0.5,Monterrey,41473,Estadio Universitario de Nuevo León,Jorge Pérez,Match Report,
Clausura 2022 Regular Season,11,Sun,2022-03-20,17:00 (00:00),América,2.6,3–0,0.2,Toluca,34571,Estadio Azteca,Oscar Mejia,Match Report,
Clausura 2022 Regular Season,11,Fri,2022-03-18,21:00 (04:00),Puebla,2.0,2–2,1.6,Santos,19713,Estadio Cuauhtémoc,Fernando Guerrero,Match Report,
Clausura 2022 Regular Season,11,Sat,2022-03-19,17:00 (00:00),UNAM,0.7,1–3,2.4,Necaxa,10380,Estadio Olímpico Universitario de Colima,Adonai Escobedo,Match Report,
Clausura 2022 Regular Season,11,Thu,2022-03-17,21:05 (04:05),Querétaro,1.4,2–1,2.0,Atlético,,Estadio La Corregidora,Fernando Hernández,Match Report,
Apertura 2021 Regular Season,11,Thu,2021-11-04,19:00 (02:00),UNAM,1.6,0–3,1.3,Santos,14190,Estadio Olímpico de Universitario,Adonai Escobedo,Match Report,
Apertura 2021 Regular Season,11,Wed,2021-11-03,21:00 (04:00),Cruz Azul,1.5,0–1,0.7,León,17928,Estadio Azteca,Fernando Guerrero,Match Report,
Apertura 2021 Regular Season,11,Wed,2021-09-29,21:15 (04:15),Querétaro,1.1,1–0,1.1,Guadalajara,6812,Estadio La Corregidora,Luis Santander,Match Report,
Apertura 2021 Regular Season,11,Tue,2021-09-28,21:05 (04:05),Pachuca,0.9,1–1,1.5,América,7454,Estadio Hidalgo,Fernando Guerrero,Match Report,
Apertura 2021 Regular Season,11,Tue,2021-09-28,21:00 (04:00),Atlas,2.0,0–1,0.7,Puebla,9902,Estadio Jalisco,Fernando Hernández,Match Report,
Apertura 2021 Regular Season,11,Tue,2021-09-28,18:00 (02:00),Mazatlán,0.3,3–1,0.9,FC Juárez,5880,Estadio de Mazatlán,Jorge Pérez,Match Report,
Apertura 2021 Regular Season,11,Wed,2021-09-29,17:00 (00:00),Atlético,1.1,0–3,1.7,UANL,9545,Estadio Alfonso Lastras Ramírez,Jorge Rojas,Match Report,
Apertura 2021 Regular Season,11,Tue,2021-09-28,17:00 (00:00),Necaxa,1.6,3–0,0.8,Tijuana,7251,Estadio Victoria de Aguascalientes,Guillermo Pacheco Larios,Match Report,
Apertura 2021 Regular Season,11,Wed,2021-09-22,19:06 (02:06),Monterrey,2.8,2–0,1.4,Toluca,19836,Estadio BBVA Bancomer,Erick Miranda,Match Report,
Clausura 2022 Regular Season,12,Wed,2022-04-13,20:05 (03:05),Guadalajara,1.3,1–3,1.8,Monterrey,24247,Estadio Akron,Diego Montaño,Match Report,
Clausura 2022 Regular Season,12,Sun,2022-04-03,19:00 (02:00),Santos,2.2,3–1,1.2,Pachuca,12908,Estadio Nuevo Corona,Adonai Escobedo,Match Report,
Clausura 2022 Regular Season,12,Sun,2022-04-03,19:00 (02:00),UANL,2.3,2–0,0.8,Tijuana,37691,Estadio Universitario de Nuevo León,Óscar Macias,Match Report,
Clausura 2022 Regular Season,12,Sat,2022-04-02,21:00 (05:00),FC Juárez,0.7,0–1,1.3,UNAM,11748,Estadio Olímpico Benito Juárez,Fernando Guerrero,Match Report,
Clausura 2022 Regular Season,12,Sat,2022-04-02,19:00 (03:00),Necaxa,0.3,0–1,1.5,América,19485,Estadio Victoria de Aguascalientes,Daniel Quintero,Match Report,
Clausura 2022 Regular Season,12,Sun,2022-04-03,17:00 (00:00),León,1.0,1–1,1.3,Querétaro,,Estadio León,Guillermo Pacheco Larios,Match Report,
Clausura 2022 Regular Season,12,Sun,2022-04-03,12:00 (19:00),Toluca,1.1,2–1,1.4,Puebla,9215,Estadio Nemesio Díez,Fernando Hernández,Match Report,
Clausura 2022 Regular Season,12,Fri,2022-04-01,20:00 (04:00),Atlético,1.3,1–0,0.3,Mazatlán,5803,Estadio Alfonso Lastras Ramírez,César Arturo Ramos,Match Report,
Clausura 2022 Regular Season,12,Sat,2022-04-02,17:00 (01:00),Cruz Azul,0.4,1–0,0.8,Atlas,21644,Estadio Azteca,Luis Santander,Match Report,
Apertura 2021 Regular Season,12,Sun,2021-10-03,19:06 (04:06),Tijuana,1.1,0–1,1.0,Cruz Azul,10333,Estadio Caliente,Luis Santander,Match Report,
Apertura 2021 Regular Season,12,Sun,2021-10-03,19:00 (02:00),UANL,0.9,0–0,0.8,Necaxa,15797,Estadio Universitario de Nuevo León,Marco Ortíz,Match Report,
Apertura 2021 Regular Season,12,Sat,2021-10-02,21:00 (04:00),Guadalajara,0.5,0–1,1.2,Atlas,21709,Estadio Akron,Fernando Guerrero,Match Report,
Apertura 2021 Regular Season,12,Sat,2021-10-02,19:06 (02:06),Santos,1.6,1–0,0.3,Mazatlán,11293,Estadio Nuevo Corona,Erick Miranda,Match Report,
Apertura 2021 Regular Season,12,Sun,2021-10-03,17:00 (00:00),América,1.3,2–0,0.8,UNAM,27571,Estadio Azteca,Jorge Pérez,Match Report,
Apertura 2021 Regular Season,12,Sun,2021-10-03,12:00 (19:00),Toluca,1.6,1–1,1.8,Querétaro,6585,Estadio Nemesio Díez,Oscar Mejia,Match Report,
Apertura 2021 Regular Season,12,Fri,2021-10-01,20:00 (04:00),FC Juárez,1.0,3–1,1.2,Monterrey,9608,Estadio Olímpico Benito Juárez,Fernando Hernández,Match Report,
Apertura 2021 Regular Season,12,Fri,2021-10-01,19:00 (02:00),Puebla,1.8,1–2,1.2,Pachuca,5906,Estadio Cuauhtémoc,Daniel Quintero,Match Report,
Apertura 2021 Regular Season,12,Sat,2021-10-02,17:00 (00:00),León,0.9,0–0,0.9,Atlético,9675,Estadio León,Victor Caceres,Match Report,
Clausura 2022 Regular Season,13,Mon,2022-04-11,21:00 (04:00),Pachuca,2.7,0–0,0.2,Tijuana,9191,Estadio Hidalgo,Daniel Quintero,Match Report,
Clausura 2022 Regular Season,13,Sun,2022-04-10,19:00 (02:00),Querétaro,1.7,0–1,0.3,UANL,,Estadio La Corregidora,Diego Montaño,Match Report,
Clausura 2022 Regular Season,13,Sat,2022-04-09,21:00 (04:00),América,1.5,3–0,0.5,FC Juárez,19757,Estadio Azteca,César Arturo Ramos,Match Report,
Clausura 2022 Regular Season,13,Sat,2022-04-09,19:06 (02:06),Monterrey,2.1,1–0,0.8,Santos,29769,Estadio BBVA Bancomer,Marco Ortíz,Match Report,
Clausura 2022 Regular Season,13,Sat,2022-04-09,19:00 (02:00),Toluca,0.8,1–1,0.8,Guadalajara,20166,Estadio Nemesio Díez,Óscar Macias,Match Report,
Clausura 2022 Regular Season,13,Fri,2022-04-08,20:00 (04:00),Mazatlán,0.9,1–1,2.2,Cruz Azul,15206,Estadio de Mazatlán,Erick Miranda,Match Report,
Clausura 2022 Regular Season,13,Fri,2022-04-08,19:00 (02:00),Puebla,1.4,2–2,2.2,UNAM,28115,Estadio Cuauhtémoc,Brian Gonzalez,Match Report,
Clausura 2022 Regular Season,13,Sat,2022-04-09,17:00 (00:00),Atlético,1.7,2–0,2.0,León,6102,Estadio Alfonso Lastras Ramírez,Luis Santander,Match Report,
Clausura 2022 Regular Season,13,Thu,2022-04-07,21:00 (04:00),Atlas,1.9,2–1,0.6,Necaxa,12588,Estadio Jalisco,Jorge Pérez,Match Report,
Apertura 2021 Regular Season,13,Sat,2021-10-16,21:00 (04:00),Cruz Azul,0.5,1–1,1.1,UANL,20894,Estadio Azteca,Jorge Pérez,Match Report,
Apertura 2021 Regular Season,13,Sat,2021-10-16,19:05 (02:05),Pachuca,2.3,1–1,2.0,Santos,5503,Estadio Hidalgo,Oscar Mejia,Match Report,
Apertura 2021 Regular Season,13,Sat,2021-10-16,19:00 (02:00),Atlético,0.5,0–1,0.9,América,16373,Estadio Alfonso Lastras Ramírez,Diego Montaño,Match Report,
Apertura 2021 Regular Season,13,Sun,2021-10-17,17:00 (00:00),Guadalajara,0.8,2–0,0.4,Toluca,15019,Estadio Akron,Fernando Hernández,Match Report,
Apertura 2021 Regular Season,13,Sun,2021-10-17,12:00 (19:00),UNAM,0.8,1–0,1.2,FC Juárez,9000,Estadio Olímpico de Universitario,Adonai Escobedo,Match Report,
Apertura 2021 Regular Season,13,Fri,2021-10-15,20:00 (04:00),Mazatlán,2.3,1–0,1.1,Atlas,8120,Estadio de Mazatlán,Mario Vargas,Match Report,
Apertura 2021 Regular Season,13,Fri,2021-10-15,19:00 (02:00),Necaxa,1.8,0–1,1.8,Puebla,8723,Estadio Victoria de Aguascalientes,Fernando Guerrero,Match Report,
Apertura 2021 Regular Season,13,Sat,2021-10-16,17:00 (00:00),Monterrey,1.7,0–1,0.3,León,26078,Estadio BBVA Bancomer,César Arturo Ramos,Match Report,
Apertura 2021 Regular Season,13,Thu,2021-10-14,20:00 (03:00),Querétaro,2.2,1–1,0.5,Tijuana,8471,Estadio La Corregidora,Eduardo Basulto,Match Report,
Clausura 2022 Regular Season,14,Sat,2022-04-16,21:00 (04:00),Cruz Azul,0.5,0–1,1.3,Guadalajara,21280,Estadio Azteca,Jorge Pérez,Match Report,
Clausura 2022 Regular Season,14,Sat,2022-04-16,19:00 (02:00),UANL,2.8,3–0,0.4,Toluca,36658,Estadio Universitario de Nuevo León,Marco Ortíz,Match Report,
Clausura 2022 Regular Season,14,Sat,2022-04-16,19:00 (02:00),Santos,1.8,1–1,1.4,Querétaro,,Estadio Nuevo Corona,César Arturo Ramos,Match Report,
Clausura 2022 Regular Season,14,Sun,2022-04-17,12:00 (19:00),UNAM,1.4,2–0,1.7,Monterrey,17167,Estadio Olímpico Universitario de Colima,Erick Miranda,Match Report,
Clausura 2022 Regular Season,14,Fri,2022-04-15,20:00 (04:00),FC Juárez,0.7,1–2,0.7,Pachuca,8568,Estadio Olímpico Benito Juárez,Óscar Macias,Match Report,
Clausura 2022 Regular Season,14,Fri,2022-04-15,19:06 (04:06),Tijuana,0.4,1–3,3.1,América,27333,Estadio Caliente,Luis Santander,Match Report,
Clausura 2022 Regular Season,14,Fri,2022-04-15,19:00 (02:00),Necaxa,1.6,4–2,1.9,Atlético,12804,Estadio Victoria de Aguascalientes,Oscar Mejia,Match Report,
Clausura 2022 Regular Season,14,Sat,2022-04-16,17:00 (00:00),León,1.7,0–1,2.2,Puebla,12859,Estadio León,Eduardo Galván,Match Report,
Clausura 2022 Regular Season,14,Thu,2022-04-14,21:00 (04:00),Atlas,1.6,1–2,1.4,Mazatlán,18316,Estadio Jalisco,Ismael Lopez,Match Report,
Apertura 2021 Regular Season,14,Wed,2021-10-20,21:00 (04:00),UANL,2.3,3–0,1.4,Pachuca,24153,Estadio Universitario de Nuevo León,Luis Santander,Match Report,
Apertura 2021 Regular Season,14,Wed,2021-10-20,19:06 (04:06),Tijuana,0.9,0–0,0.6,Guadalajara,10333,Estadio Caliente,Juan Esquivel,Match Report,
Apertura 2021 Regular Season,14,Wed,2021-10-20,19:00 (02:00),Toluca,0.8,1–1,1.3,Necaxa,10090,Estadio Nemesio Díez,César Arturo Ramos,Match Report,
Apertura 2021 Regular Season,14,Wed,2021-10-20,19:00 (02:00),León,2.5,1–2,0.9,UNAM,12333,Estadio León,Erick Miranda,Match Report,
Apertura 2021 Regular Season,14,Tue,2021-10-19,21:05 (04:05),Atlas,0.7,0–0,0.8,Cruz Azul,9604,Estadio Jalisco,Jorge Rojas,Match Report,
Apertura 2021 Regular Season,14,Tue,2021-10-19,19:05 (02:05),América,1.2,2–1,1.2,Santos,16918,Estadio Azteca,Marco Ortíz,Match Report,
Apertura 2021 Regular Season,14,Tue,2021-10-19,19:00 (02:00),Puebla,2.9,2–0,0.3,Mazatlán,5624,Estadio Cuauhtémoc,Jorge Pérez,Match Report,
Apertura 2021 Regular Season,14,Tue,2021-10-19,17:00 (00:00),Querétaro,1.1,1–0,1.4,Monterrey,10595,Estadio La Corregidora,Fernando Guerrero,Match Report,
Apertura 2021 Regular Season,14,Tue,2021-09-21,20:00 (04:00),FC Juárez,1.1,1–0,0.8,Atlético,11906,Estadio Olímpico Benito Juárez,Eduardo Basulto,Match Report,
Clausura 2022 Regular Season,15,Thu,2022-04-21,21:00 (04:00),Querétaro,1.1,0–1,1.6,Cruz Azul,,Estadio La Corregidora,Fernando Guerrero,Match Report,
Clausura 2022 Regular Season,15,Wed,2022-04-20,21:06 (04:06),Monterrey,1.7,0–0,0.4,Atlas,31426,Estadio BBVA Bancomer,César Arturo Ramos,Match Report,
Clausura 2022 Regular Season,15,Wed,2022-04-20,21:00 (04:00),América,1.7,2–0,0.5,León,36210,Estadio Azteca,Diego Montaño,Match Report,
Clausura 2022 Regular Season,15,Wed,2022-04-20,19:00 (02:00),Atlético,1.7,2–0,0.5,UNAM,14948,Estadio Alfonso Lastras Ramírez,Marco Ortíz,Match Report,
Clausura 2022 Regular Season,15,Tue,2022-04-19,21:00 (04:00),Toluca,1.4,0–1,1.2,FC Juárez,9211,Estadio Nemesio Díez,Victor Caceres,Match Report,
Clausura 2022 Regular Season,15,Tue,2022-04-19,21:00 (04:00),Guadalajara,0.9,2–1,0.9,Tijuana,20945,Estadio Akron,Adonai Escobedo,Match Report,
Clausura 2022 Regular Season,15,Tue,2022-04-19,20:00 (04:00),Mazatlán,0.9,1–0,1.5,Santos,10960,Estadio de Mazatlán,Fernando Hernández,Match Report,
Clausura 2022 Regular Season,15,Tue,2022-04-19,19:00 (02:00),Necaxa,0.7,2–0,1.1,UANL,,Estadio Victoria de Aguascalientes,Jesus Lopez,Match Report,
Clausura 2022 Regular Season,15,Tue,2022-04-19,19:00 (02:00),Pachuca,1.2,1–0,1.1,Puebla,10427,Estadio Hidalgo,Oscar Mejia,Match Report,
Apertura 2021 Regular Season,15,Sun,2021-10-24,21:00 (04:00),Pachuca,1.6,1–1,0.9,FC Juárez,2747,Estadio Hidalgo,Diego Montaño,Match Report,
Apertura 2021 Regular Season,15,Sun,2021-10-24,19:06 (02:06),Santos,2.4,2–2,1.2,Toluca,12511,Estadio Nuevo Corona,Jorge Rojas,Match Report,
Apertura 2021 Regular Season,15,Sun,2021-10-24,19:00 (02:00),Atlético,1.2,2–6,2.7,Atlas,9309,Estadio Alfonso Lastras Ramírez,César Arturo Ramos,Match Report,
Apertura 2021 Regular Season,15,Sat,2021-10-23,21:00 (04:00),Guadalajara,0.4,1–1,1.1,Cruz Azul,20492,Estadio Akron,Marco Ortíz,Match Report,
Apertura 2021 Regular Season,15,Sat,2021-10-23,19:00 (02:00),América,1.0,1–0,0.8,UANL,32675,Estadio Azteca,Fernando Guerrero,Match Report,
Apertura 2021 Regular Season,15,Sun,2021-10-24,12:00 (19:00),UNAM,1.8,3–1,0.7,Tijuana,11981,Estadio Olímpico de Universitario,Fernando Hernández,Match Report,
Apertura 2021 Regular Season,15,Fri,2021-10-22,20:00 (04:00),Mazatlán,0.6,2–1,1.1,Querétaro,9107,Estadio de Mazatlán,Óscar Macias,Match Report,
Apertura 2021 Regular Season,15,Sat,2021-10-23,17:06 (00:06),Monterrey,0.9,0–1,1.9,Necaxa,23077,Estadio BBVA Bancomer,Luis Santander,Match Report,
Apertura 2021 Regular Season,15,Sat,2021-10-23,17:00 (00:00),Puebla,0.7,0–1,1.3,León,15101,Estadio Cuauhtémoc,Eduardo Basulto,Match Report,
Clausura 2022 Regular Season,16,Sun,2022-04-24,19:06 (04:06),Tijuana,2.9,2–2,1.6,Querétaro,,Estadio Caliente,Marco Ortíz,Match Report,
Clausura 2022 Regular Season,16,Sun,2022-04-24,19:00 (02:00),Santos,2.0,1–1,1.5,León,11345,Estadio Nuevo Corona,Adonai Escobedo,Match Report,
Clausura 2022 Regular Season,16,Sat,2022-04-23,21:00 (04:00),Guadalajara,1.3,3–1,0.6,UNAM,31767,Estadio Akron,Óscar Macias,Match Report,
Clausura 2022 Regular Season,16,Sat,2022-04-23,19:00 (02:00),UANL,0.5,0–2,1.6,América,38810,Estadio Universitario de Nuevo León,Fernando Hernández,Match Report,
Clausura 2022 Regular Season,16,Sun,2022-04-24,17:00 (00:00),Cruz Azul,0.9,0–1,0.7,Atlético,17222,Estadio Azteca,Jesus Lopez,Match Report,
Clausura 2022 Regular Season,16,Sun,2022-04-24,12:00 (19:00),Toluca,2.5,2–4,3.1,Atlas,10765,Estadio Nemesio Díez,Fernando Guerrero,Match Report,
Clausura 2022 Regular Season,16,Fri,2022-04-22,20:00 (04:00),FC Juárez,0.1,0–2,0.6,Mazatlán,7688,Estadio Olímpico Benito Juárez,Oscar Mejia,Match Report,
Clausura 2022 Regular Season,16,Fri,2022-04-22,19:00 (02:00),Puebla,1.1,0–1,1.4,Necaxa,16320,Estadio Cuauhtémoc,Ismael Lopez,Match Report,
Clausura 2022 Regular Season,16,Sat,2022-04-23,17:00 (00:00),Pachuca,0.8,3–0,0.9,Monterrey,8041,Estadio Hidalgo,Luis Santander,Match Report,
Apertura 2021 Regular Season,16,Sun,2021-10-31,19:05 (02:05),Atlético,0.6,1–1,0.4,Monterrey,7690,Estadio Alfonso Lastras Ramírez,Adonai Escobedo,Match Report,
Apertura 2021 Regular Season,16,Sat,2021-10-30,21:10 (03:10),UANL,0.9,2–1,1.1,Guadalajara,25523,Estadio Universitario de Nuevo León,Diego Montaño,Match Report,
Apertura 2021 Regular Season,16,Sat,2021-10-30,20:06 (02:06),Pachuca,2.5,1–1,0.7,UNAM,6887,Estadio Hidalgo,Fernando Guerrero,Match Report,
Apertura 2021 Regular Season,16,Sun,2021-10-31,17:05 (00:05),Cruz Azul,1.1,2–1,0.5,América,31257,Estadio Azteca,Luis Santander,Match Report,
Apertura 2021 Regular Season,16,Sun,2021-10-31,12:00 (19:00),Toluca,0.3,0–0,1.0,León,11210,Estadio Nemesio Díez,Marco Ortíz,Match Report,
Apertura 2021 Regular Season,16,Fri,2021-10-29,20:00 (04:00),FC Juárez,0.5,0–2,1.6,Puebla,10942,Estadio Olímpico Benito Juárez,Erick Miranda,Match Report,
Apertura 2021 Regular Season,16,Fri,2021-10-29,19:00 (02:00),Necaxa,2.7,2–1,1.3,Mazatlán,10809,Estadio Victoria de Aguascalientes,Oscar Mejia,Match Report,
Apertura 2021 Regular Season,16,Sat,2021-10-30,17:00 (00:00),Querétaro,2.4,2–3,2.6,Santos,13254,Estadio La Corregidora,Jorge Pérez,Match Report,
Apertura 2021 Regular Season,16,Thu,2021-10-28,19:00 (02:00),Atlas,1.0,0–2,1.1,Tijuana,10299,Estadio Jalisco,Óscar Macias,Match Report,
Clausura 2022 Regular Season,17,Sun,2022-05-01,20:06 (03:06),León,3.0,4–4,0.7,Toluca,18732,Estadio León,Luis Santander,Match Report,
Clausura 2022 Regular Season,17,Sat,2022-04-30,21:00 (04:00),América,1.2,0–0,0.3,Cruz Azul,52630,Estadio Azteca,Marco Ortíz,Match Report,
Clausura 2022 Regular Season,17,Sat,2022-04-30,19:06 (02:06),Monterrey,2.3,2–0,1.0,Tijuana,28642,Estadio BBVA Bancomer,Daniel Quintero,Match Report,
Clausura 2022 Regular Season,17,Sat,2022-04-30,19:00 (02:00),Atlas,0.5,1–1,1.5,UANL,21968,Estadio Jalisco,Oscar Mejia,Match Report,
Clausura 2022 Regular Season,17,Sun,2022-05-01,16:00 (23:00),Atlético,1.6,1–3,1.0,Santos,10364,Estadio Alfonso Lastras Ramírez,Ismael Lopez,Match Report,
Clausura 2022 Regular Season,17,Sun,2022-05-01,12:00 (19:00),UNAM,1.5,2–0,0.6,Pachuca,14286,Estadio Olímpico Universitario de Colima,Fernando Hernández,Match Report,
Clausura 2022 Regular Season,17,Fri,2022-04-29,20:05 (04:05),Mazatlán,2.4,2–1,1.4,Puebla,15729,Estadio de Mazatlán,Jorge Pérez,Match Report,
Clausura 2022 Regular Season,17,Fri,2022-04-29,19:00 (02:00),Necaxa,0.6,0–1,0.8,Guadalajara,20537,Estadio Victoria de Aguascalientes,César Arturo Ramos,Match Report,
Clausura 2022 Regular Season,17,Sat,2022-04-30,17:00 (00:00),Querétaro,2.4,4–0,1.2,FC Juárez,,Estadio La Corregidora,Adonai Escobedo,Match Report,
Apertura 2021 Regular Season,17,Sun,2021-11-07,19:06 (02:06),Santos,1.7,0–0,0.9,Atlético,14658,Estadio Nuevo Corona,Fernando Guerrero,Match Report,
Apertura 2021 Regular Season,17,Sat,2021-11-06,21:00 (04:00),UANL,2.0,3–0,0.4,FC Juárez,26243,Estadio Universitario de Nuevo León,Óscar Macias,Match Report,
Apertura 2021 Regular Season,17,Sat,2021-11-06,20:06 (04:06),Tijuana,2.0,3–2,2.6,Pachuca,6333,Estadio Caliente,Eduardo Basulto,Match Report,
Apertura 2021 Regular Season,17,Sat,2021-11-06,19:00 (02:00),América,0.5,0–0,0.4,Monterrey,25654,Estadio Azteca,Diego Montaño,Match Report,
Apertura 2021 Regular Season,17,Sun,2021-11-07,17:00 (00:00),UNAM,2.0,4–3,2.0,Cruz Azul,23573,Estadio Olímpico de Universitario,Marco Ortíz,Match Report,
Apertura 2021 Regular Season,17,Fri,2021-11-05,20:00 (04:00),Mazatlán,0.5,0–1,0.4,Guadalajara,12830,Estadio de Mazatlán,Jorge Rojas,Match Report,
Apertura 2021 Regular Season,17,Fri,2021-11-05,19:00 (02:00),Puebla,1.9,1–0,1.2,Toluca,16136,Estadio Cuauhtémoc,Jorge Pérez,Match Report,
Apertura 2021 Regular Season,17,Sat,2021-11-06,17:00 (00:00),León,2.1,3–0,1.1,Necaxa,11240,Estadio León,Luis Santander,Match Report,
Apertura 2021 Regular Season,17,Thu,2021-11-04,21:00 (04:00),Atlas,2.3,2–0,0.3,Querétaro,10421,Estadio Jalisco,Guillermo Pacheco Larios,Match Report,
